-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,17,18,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,37,38,38,18,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
-1,-1,-1,37,38,38,38,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131
-1,-1,-1,37,38,38,38,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,22,22,22,22
-1,-1,-1,57,58,97,58,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,141,122,122,122,122,122
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,89,89,-1,-1,-1,-1,-1,-1,1073741951,141,122,122,122,122
-1,-1,-1,-1,-1,-1,-1,-1,14,12,15,-1,-1,-1,-1,-1,-1,-1,89,89,-1,48,49,49,50,-1,-1,-1,121,122,122,122
88,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,89,89,-1,-1,-1,-1,-1,-1,-1,-1,121,122,122,122
62,63,-1,-1,-1,-1,-1,-1,-1,72,44,-1,-1,-1,-1,-1,-1,-1,109,109,-1,-1,-1,-1,-1,-1,-1,21,122,122,122,122
122,123,-1,-1,-1,-1,-1,-1,-1,61,62,62,62,63,-1,-1,-1,-1,101,103,68,151,-1,-1,-1,-1,21,122,122,122,122,122
122,122,62,63,-1,-1,-1,-1,-1,121,122,122,122,123,68,67,145,68,121,122,102,103,-1,-1,-1,-1,121,122,122,122,122,122
122,122,122,123,-1,-1,-1,-1,-1,121,122,122,122,122,102,102,102,102,122,122,104,123,-1,-1,21,22,122,122,122,122,122,122
122,122,122,122,62,62,62,63,151,121,122,122,122,122,122,122,122,122,122,122,122,123,53,53,121,122,122,122,122,122,122,122
122,122,122,122,122,122,122,122,62,122,122,122,122,122,122,122,122,122,122,122,104,123,73,73,121,122,122,122,122,122,122,122
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,123,73,73,121,122,122,122,122,122,122,122
